numerical__SGPA_Sem1,numerical__SGPA_Sem2,numerical__SGPA_Sem3,numerical__SGPA_Sem4,numerical__SGPA_Sem5,numerical__SGPA_Sem6,numerical__SGPA_Sem7,numerical__SGPA_Sem8,numerical__CGPA,numerical__AttendancePercent,numerical__Internships,numerical__Projects,numerical__Workshops,numerical__Certifications,numerical__Publications,numerical__AptitudeTestScore,numerical__SoftSkillsRating,numerical__CodingTestScore,numerical__MockInterviewScore,numerical__ExtraCurricular,numerical__IsAnomaly,categorical__Gender_Female,categorical__Gender_Male,categorical__City_Ahmedabad,categorical__City_Bangalore,categorical__City_Chennai,categorical__City_Delhi,categorical__City_Hyderabad,categorical__City_Jaipur,categorical__City_Kochi,categorical__City_Kolkata,categorical__City_Mumbai,categorical__City_Pune,categorical__CollegeTier_Tier1,categorical__CollegeTier_Tier2,categorical__CollegeTier_Tier3,categorical__Stream_CS,categorical__Stream_Civil,categorical__Stream_ECE,categorical__Stream_EE,categorical__Stream_IT,categorical__Stream_Mechanical,categorical__Specialisation_AI,categorical__Specialisation_DataScience,categorical__Specialisation_Embedded,categorical__Specialisation_Networking,categorical__Hostel_No,categorical__Hostel_Yes,categorical__HistoryOfBacklogs_No,categorical__HistoryOfBacklogs_Yes,categorical__CGPA_Tier_High,categorical__CGPA_Tier_Low,categorical__CGPA_Tier_Mid,IsAnomaly,PlacementStatus,Cluster,Distance_From_Center,KMeans_Outlier
0.415,0.4433,0.5483,0.335,0.4883,0.425,0.3933,0.4583,0.43,0.412,0.3333,0.4,0.6667,0.4,0.0,0.5221,0.45,0.3464,0.2776,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.0747501461452371,0
0.3883,0.3583,0.3033,0.3017,0.2867,0.375,0.22,0.3133,0.3433,0.394,0.0,0.0,0.3333,0.0,0.0,0.2118,0.275,0.5115,0.137,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.1382774335615708,0
0.59,0.6033,0.5283,0.635,0.5583,0.6017,0.5933,0.655,0.6117,0.898,0.3333,0.8,1.0,0.4,0.5,0.8118,0.925,0.6143,0.4748,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,2,0.2481941734767792,0
0.3067,0.2583,0.2367,0.2633,0.2467,0.2417,0.285,0.2733,0.265,0.642,0.6667,0.6,0.6667,0.2,0.5,0.5735,0.65,0.5208,0.524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.2281764071590835,0
0.53,0.65,0.5083,0.5233,0.6,0.6467,0.6133,0.6683,0.5967,0.908,0.3333,0.6,0.6667,0.6,0.5,0.9103,0.55,0.6697,0.8918,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,2,0.31421539357140277,0
0.395,0.1783,0.2333,0.2883,0.24,0.3067,0.3583,0.2867,0.2733,0.632,0.3333,0.4,0.3333,0.4,0.5,0.4809,0.975,0.3926,0.3966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1,0.19586009856514902,0
0.5133,0.5233,0.5633,0.5683,0.5767,0.5633,0.415,0.4683,0.5367,0.15,0.3333,0.0,0.0,0.2,0.0,0.2456,0.3,0.1547,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0.3106050142573865,0
0.7167,0.7767,0.7583,0.7633,0.6967,0.7083,0.7017,0.77,0.7483,0.366,0.3333,0.4,0.6667,0.2,0.5,0.5574,0.45,0.4642,0.4279,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.17490356362178022,0
0.185,0.305,0.1983,0.29,0.2183,0.225,0.2433,0.2617,0.245,0.0,0.3333,0.2,0.3333,0.0,0.0,0.2647,0.175,0.0878,0.1659,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.029820720894237145,0
0.6267,0.6017,0.6667,0.7,0.7583,0.6383,0.74,0.6983,0.6833,0.926,0.3333,0.8,1.0,0.6,0.5,0.5706,0.925,0.8268,0.9399,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0.19056361309598924,0
0.2783,0.255,0.29,0.2033,0.2633,0.1633,0.1433,0.16,0.2083,0.3,0.3333,0.0,0.0,0.0,0.0,0.2176,0.0,0.1166,0.1334,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.07542797194255216,0
0.3717,0.3417,0.4433,0.465,0.4567,0.4683,0.4033,0.3583,0.9667,1.0,1.0,1.0,1.0,0.4,0.5,0.9735,0.825,0.9919,0.6659,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,0.29537289837004616,0
0.09,0.055,0.0,0.0717,0.0,0.0317,0.03,0.0,0.0533,0.322,0.0,0.0,0.0,0.2,0.0,0.3029,0.45,0.1928,0.1274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.17646036943807733,0
0.9617,0.95,0.91,0.9633,1.0,1.0,1.0,1.0,0.985,0.76,1.0,0.8,0.6667,0.6,1.0,0.8,0.575,0.9596,0.6058,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.17409870716675513,0
0.2067,0.36,0.2917,0.2133,0.2933,0.2833,0.34,0.3317,0.2733,0.818,0.6667,0.6,0.6667,0.8,1.0,0.7941,0.975,0.7448,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0.3191860366950271,0
0.3117,0.405,0.3033,0.3033,0.3617,0.4283,0.375,0.3533,0.3367,0.458,0.6667,0.4,0.6667,0.4,0.0,0.3868,0.55,0.4215,0.4796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1,0.14455956306901394,0
0.44,0.455,0.3517,0.3383,0.4467,0.4233,0.3033,0.39,0.365,0.298,0.0,0.0,0.0,0.0,0.0,0.1529,0.25,0.1824,0.1767,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.19294126730406277,0
0.7517,0.825,0.6667,0.8383,0.92,0.86,0.8233,0.7833,0.8067,0.584,1.0,0.8,0.6667,0.6,0.5,0.7118,1.0,0.7702,0.643,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.03069729993176165,0
0.2383,0.105,0.18,0.1367,0.0967,0.1017,0.1883,0.2267,0.2033,0.554,0.3333,0.2,0.3333,0.4,0.5,0.3603,0.8,0.3995,0.2909,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.07490594633706484,0
0.3233,0.3433,0.2683,0.4017,0.3383,0.3583,0.2633,0.2817,0.31,0.21,0.0,0.2,0.0,0.0,0.5,0.2382,0.225,0.1697,0.1394,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.09592731026155914,0
0.2983,0.3317,0.345,0.2817,0.25,0.3267,0.3283,0.245,0.315,0.498,0.3333,0.4,0.6667,0.2,0.0,0.5088,0.525,0.5808,0.3738,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.18582958373660674,0
0.525,0.5333,0.585,0.5233,0.6083,0.6733,0.605,0.5717,0.5667,0.648,0.6667,0.6,1.0,0.8,0.5,0.4794,0.55,0.5958,0.7091,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.11111276683078751,0
0.3517,0.3,0.2917,0.2817,0.2867,0.1733,0.365,0.3317,0.3433,0.882,0.0,0.4,0.6667,0.2,0.0,0.3985,0.65,0.3464,0.5156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.15735215610087272,0
0.4133,0.3867,0.5167,0.5117,0.4417,0.49,0.4517,0.3983,0.4617,0.678,0.3333,0.2,0.6667,0.4,0.5,0.4691,0.3,0.5277,0.3365,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.0984504230458271,0
0.065,0.1567,0.2517,0.2133,0.115,0.1,0.19,0.07,0.1383,0.352,0.0,0.2,0.3333,0.0,0.0,0.1838,0.35,0.1871,0.1142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.1398862135581297,0
0.5433,0.5317,0.5133,0.5467,0.6967,0.62,0.485,0.6433,0.5583,0.682,0.0,0.2,0.6667,0.6,0.0,0.4309,0.375,0.4388,0.387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0.14692589901295855,0
0.2333,0.2333,0.2267,0.2217,0.285,0.2383,0.3717,0.2417,0.26,0.382,0.3333,0.2,0.3333,0.4,0.0,0.5529,0.525,0.4677,0.4291,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0.233106413800195,0
0.215,0.3517,0.1733,0.32,0.2383,0.3017,0.23,0.2133,0.2733,0.24,0.3333,0.0,0.6667,0.0,0.0,0.3338,0.25,0.179,0.1647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.06205607879756694,0
0.58,0.6367,0.5117,0.6217,0.615,0.5767,0.4933,0.5283,0.5783,0.794,0.6667,0.4,0.3333,0.2,0.5,0.6221,0.55,0.3972,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.10414855163196834,0
1.0,0.91,1.0,1.0,1.0,1.0,0.9383,1.0,0.995,0.72,0.6667,0.8,0.3333,0.8,1.0,0.9074,0.9,0.6189,0.5517,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.25427090528437807,0
0.7283,0.7,0.745,0.895,0.8617,0.7333,0.7483,0.8083,0.77,0.748,0.6667,0.8,0.6667,0.8,1.0,0.4985,0.475,0.5115,0.6611,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.2200466601975347,0
0.7333,0.81,0.775,0.7567,0.7583,0.7483,0.775,0.775,0.7883,0.418,0.3333,0.2,0.3333,0.4,0.5,0.45,0.575,0.56,0.4459,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.26263138521929796,0
0.3517,0.2583,0.2333,0.2933,0.3733,0.2617,0.3083,0.3633,0.3067,0.842,0.6667,0.6,1.0,0.6,0.5,0.6471,0.875,0.6905,0.6358,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0.20453822597934615,0
0.2033,0.25,0.2417,0.0867,0.2417,0.245,0.27,0.2467,0.2067,0.262,0.3333,0.2,0.6667,0.2,0.5,0.0676,0.2,0.1744,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.22359235259823743,0
0.7217,0.68,0.6167,0.6733,0.8183,0.7283,0.6417,0.6083,0.97,0.35,1.0,1.0,0.3333,0.4,0.0,0.5574,0.45,0.9711,0.3582,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,2,0.20084474981766504,0
0.8367,0.8983,0.8417,0.9133,0.8783,0.8533,0.8917,0.895,0.9033,1.0,0.6667,0.6,0.6667,0.6,1.0,0.7691,0.525,0.8014,0.7632,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.09000722672017218,0
0.6183,0.6467,0.6283,0.5883,0.61,0.6217,0.5317,0.68,0.6517,0.638,0.3333,0.4,0.6667,0.4,0.5,0.6074,0.775,0.4677,0.4555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.16502365964454435,0
0.305,0.2483,0.2,0.3483,0.2383,0.38,0.24,0.2283,0.2733,0.164,0.0,0.2,0.6667,0.0,0.0,0.3912,0.25,0.209,0.2849,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0.11031063384263258,0
0.125,0.1733,0.0817,0.2233,0.1717,0.16,0.1383,0.2117,0.1633,0.334,0.0,0.2,0.0,0.2,0.5,0.5574,0.375,0.1813,0.0757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.2753760185633101,0
0.4867,0.3933,0.4,0.4483,0.3367,0.465,0.485,0.3967,0.46,0.42,0.3333,0.2,0.6667,0.4,0.5,0.3676,0.55,0.5416,0.4507,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.19763190318972323,0
0.675,0.8333,0.8767,0.8217,0.695,0.735,0.81,0.8067,0.8067,0.628,0.0,0.2,0.6667,0.4,0.0,0.6647,0.25,0.4469,0.4663,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.05298135630054233,0
0.6167,0.5083,0.59,0.5283,0.5567,0.545,0.6367,0.5217,0.5967,0.536,0.3333,0.0,0.3333,0.2,0.0,0.7235,0.55,0.5808,0.4135,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.19157830061008477,0
0.3717,0.3917,0.38,0.2983,0.5133,0.3283,0.3417,0.3067,0.3817,0.51,0.3333,0.4,1.0,0.4,0.5,0.8029,0.55,0.5485,0.3582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.2649018088832597,0
0.49,0.5217,0.45,0.5283,0.6133,0.5083,0.4967,0.6067,0.54,0.89,0.6667,0.4,1.0,0.8,1.0,0.7382,0.9,0.7633,0.7668,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.1819275161565436,0
0.98,0.96,1.0,0.945,0.9733,0.9417,1.0,1.0,0.9733,0.848,0.6667,0.6,1.0,0.6,1.0,0.7265,0.8,0.6132,0.5337,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.1373784358397862,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.834,0.3333,0.6,1.0,0.6,0.5,0.825,0.475,0.9111,0.8377,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.2004821699481517,0
0.3567,0.425,0.3417,0.3517,0.3567,0.4383,0.2283,0.4333,0.3883,0.28,0.3333,0.4,0.6667,0.2,0.5,0.5574,0.475,0.4688,0.3822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.10473269414503007,0
0.8567,0.8083,0.79,0.8017,0.835,0.7717,0.7817,0.7883,0.8233,1.0,0.6667,0.6,1.0,0.6,0.5,0.8971,0.8,0.6282,0.6587,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.18956275231701852,0
0.4567,0.4933,0.4267,0.4067,0.4983,0.39,0.535,0.4933,0.4483,0.804,0.3333,0.6,0.6667,0.4,0.0,0.4926,0.475,0.4573,0.2452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.08289877874641795,0
0.6817,0.7533,0.8183,0.67,0.7317,0.85,0.7017,0.7083,0.765,0.464,0.0,0.6,0.3333,0.2,0.0,0.7824,0.45,0.5208,0.5577,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,2,0.10361801905182028,0
0.41,0.2567,0.2967,0.2633,0.315,0.2833,0.2567,0.1683,0.26,0.074,0.0,0.0,0.0,0.0,0.0,0.2309,0.2,0.1085,0.0986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.06664453767594193,0
0.3967,0.4683,0.4433,0.435,0.5617,0.49,0.4633,0.485,0.4783,0.236,0.0,0.4,0.6667,0.2,0.5,0.4382,0.45,0.5266,0.4219,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.12512839564612852,0
0.3567,0.3617,0.395,0.27,0.3717,0.3683,0.3867,0.3033,0.3433,0.61,0.3333,0.4,0.3333,0.4,0.0,0.425,0.7,0.5115,0.3894,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1,0.1766632450355736,0
0.05,0.0833,0.0033,0.0167,0.0,0.0,0.0,0.0,0.0233,0.234,0.3333,0.2,0.0,0.2,0.5,0.1559,0.1,0.2517,0.1851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.2458216937361244,0
0.1767,0.2183,0.2283,0.1183,0.0733,0.1817,0.0333,0.135,0.1533,0.244,0.0,0.2,0.3333,0.2,0.0,0.3265,0.475,0.1039,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0.08428217621637528,0
