numerical__SGPA_Sem1,numerical__SGPA_Sem2,numerical__SGPA_Sem3,numerical__SGPA_Sem4,numerical__SGPA_Sem5,numerical__SGPA_Sem6,numerical__SGPA_Sem7,numerical__SGPA_Sem8,numerical__CGPA,numerical__AttendancePercent,numerical__Internships,numerical__Projects,numerical__Workshops,numerical__Certifications,numerical__Publications,numerical__AptitudeTestScore,numerical__SoftSkillsRating,numerical__CodingTestScore,numerical__MockInterviewScore,numerical__ExtraCurricular,numerical__IsAnomaly,categorical__Gender_Female,categorical__Gender_Male,categorical__City_Ahmedabad,categorical__City_Bangalore,categorical__City_Chennai,categorical__City_Delhi,categorical__City_Hyderabad,categorical__City_Jaipur,categorical__City_Kochi,categorical__City_Kolkata,categorical__City_Mumbai,categorical__City_Pune,categorical__CollegeTier_Tier1,categorical__CollegeTier_Tier2,categorical__CollegeTier_Tier3,categorical__Stream_CS,categorical__Stream_Civil,categorical__Stream_ECE,categorical__Stream_EE,categorical__Stream_IT,categorical__Stream_Mechanical,categorical__Specialisation_AI,categorical__Specialisation_DataScience,categorical__Specialisation_Embedded,categorical__Specialisation_Networking,categorical__Hostel_No,categorical__Hostel_Yes,categorical__HistoryOfBacklogs_No,categorical__HistoryOfBacklogs_Yes,categorical__CGPA_Tier_High,categorical__CGPA_Tier_Low,categorical__CGPA_Tier_Mid,IsAnomaly,PlacementStatus
0.3367,0.2533,0.3433,0.2933,0.3433,0.3583,0.2967,0.3617,0.3167,1.0,0.3333,0.6,1.0,0.4,0.5,0.5529,0.8,0.6871,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1
0.555,0.5233,0.4117,0.5083,0.535,0.4567,0.4233,0.4517,0.9767,0.544,1.0,1.0,0.6667,0.2,0.0,0.9529,0.45,0.9815,0.4423,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,1
0.675,0.77,0.8067,0.7183,0.6533,0.6633,0.6917,0.8367,0.6983,0.424,0.3333,0.4,0.3333,0.4,0.5,0.4926,0.575,0.4376,0.4663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.5267,0.5933,0.5283,0.5167,0.5367,0.51,0.685,0.5867,0.555,0.84,0.6667,1.0,1.0,0.4,0.5,0.525,0.5,0.7552,0.762,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.6033,0.62,0.6467,0.6483,0.6183,0.635,0.7217,0.5933,0.6333,0.35,0.6667,0.8,0.6667,0.6,0.5,0.5574,0.825,0.9273,0.5769,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.3983,0.4667,0.415,0.4317,0.4633,0.4817,0.3717,0.5317,0.4383,0.546,0.3333,0.6,1.0,0.6,0.0,0.5103,0.825,0.9342,0.6406,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1
0.3067,0.235,0.29,0.2583,0.29,0.2233,0.2067,0.275,0.2833,0.302,0.0,0.2,0.3333,0.2,0.0,0.1574,0.05,0.5115,0.1719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.0483,0.12,0.065,0.0067,0.0167,0.0267,0.0467,0.0367,0.05,0.104,0.0,0.0,0.3333,0.2,0.0,0.2206,0.4,0.1039,0.1286,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.77,0.7917,0.7083,0.7783,0.8583,0.745,0.835,0.8167,0.77,0.452,0.6667,0.8,1.0,0.6,0.5,0.5809,0.55,0.9457,0.6587,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.7517,0.8617,0.73,0.79,0.7633,0.8117,0.8517,0.8417,0.83,0.752,0.6667,0.6,1.0,0.6,1.0,0.5824,0.725,0.5947,0.8209,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.265,0.17,0.2,0.225,0.21,0.27,0.1717,0.1333,0.2083,0.352,0.3333,0.2,0.3333,0.2,0.0,0.2015,0.55,0.3326,0.1983,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.5217,0.4783,0.5783,0.5133,0.6433,0.5533,0.59,0.5467,0.555,0.0,0.0,0.2,0.3333,0.0,0.0,0.2529,0.15,0.2252,0.1719,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
0.4817,0.5067,0.4783,0.4267,0.47,0.4867,0.4617,0.5233,0.4817,0.606,0.3333,0.4,0.6667,0.2,0.0,0.4838,0.525,0.463,0.5096,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.9117,0.915,0.9133,0.965,0.9683,0.9267,0.88,1.0,0.9167,0.684,0.6667,1.0,0.6667,0.6,0.5,0.5574,0.8,0.5035,0.8558,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.385,0.5317,0.555,0.4933,0.5333,0.575,0.4767,0.5517,0.5183,0.372,0.3333,0.4,0.6667,0.4,0.0,0.6588,0.3,0.5115,0.6046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.6067,0.52,0.62,0.615,0.5417,0.6217,0.595,0.5933,0.5783,0.4,0.6667,0.6,0.3333,0.6,0.5,0.5368,0.65,0.5924,0.512,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.63,0.6383,0.6483,0.71,0.59,0.7383,0.635,0.7017,0.69,0.676,0.6667,0.4,1.0,0.6,0.5,0.7441,0.825,0.7875,0.8534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.7483,0.81,0.7933,0.7783,0.83,0.7833,0.7217,0.7883,0.7717,0.618,0.3333,0.2,0.6667,0.4,0.0,0.5279,0.7,0.4203,0.4507,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.8483,0.9233,0.9117,0.9217,0.9483,0.91,0.9333,0.9,0.905,0.65,0.6667,0.6,1.0,0.6,1.0,0.5338,1.0,0.694,0.7284,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.7667,0.7233,0.7,0.825,0.7717,0.7733,0.6633,0.755,0.7733,0.85,0.3333,0.4,0.0,0.4,0.0,0.6147,0.5,0.4873,0.4075,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6867,0.79,0.745,0.805,0.8917,0.775,0.8217,0.865,0.8017,0.752,0.6667,0.6,0.3333,0.6,1.0,0.6279,0.5,0.5751,0.8221,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.5133,0.5167,0.4833,0.55,0.6217,0.5633,0.5067,0.5667,0.54,0.422,0.3333,0.6,0.6667,0.2,0.0,0.7618,0.375,0.5277,0.4663,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.4067,0.4667,0.4133,0.4717,0.4617,0.44,0.46,0.465,0.435,0.534,0.3333,0.2,0.3333,0.2,0.5,0.5765,0.3,0.5416,0.4159,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0
0.45,0.4,0.3283,0.2383,0.3667,0.3417,0.3617,0.4117,0.35,0.178,0.0,0.0,0.6667,0.0,0.0,0.1941,0.05,0.149,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
0.2067,0.285,0.345,0.34,0.26,0.2883,0.28,0.2783,0.29,0.588,0.3333,0.4,0.3333,0.4,0.0,0.4882,0.5,0.3464,0.4207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1
0.7667,0.8517,0.8083,0.725,0.8467,0.7917,0.8283,0.7833,0.8083,0.8,0.3333,0.4,1.0,0.6,1.0,0.7838,0.7,0.7864,0.7188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.625,0.7117,0.64,0.67,0.6533,0.6,0.6583,0.66,0.6583,0.222,0.0,0.4,0.6667,0.4,0.0,0.3882,0.35,0.5704,0.5589,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.4883,0.485,0.5583,0.605,0.5183,0.5267,0.6467,0.6317,0.56,0.584,0.6667,0.6,0.6667,0.8,1.0,0.9971,0.8,0.6455,0.5625,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.21,0.2417,0.2367,0.2167,0.2433,0.1633,0.23,0.2767,0.2117,0.04,0.0,0.2,0.0,0.0,0.5,0.3529,0.275,0.2644,0.1214,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.1467,0.095,0.1917,0.2217,0.1683,0.23,0.1833,0.1233,0.17,0.574,0.3333,0.2,0.6667,0.4,0.5,0.5706,0.725,0.6039,0.3425,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.8333,0.7167,0.8267,0.8383,0.775,0.8333,0.8067,0.785,0.805,0.398,0.3333,0.2,0.3333,0.4,0.0,0.5074,0.6,0.5115,0.4663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.5783,0.67,0.6133,0.7767,0.7517,0.7917,0.735,0.7933,0.7083,0.814,0.3333,0.6,0.6667,0.6,1.0,0.6324,0.675,0.6928,0.6899,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6483,0.6583,0.655,0.6783,0.7117,0.6483,0.715,0.7267,0.71,0.366,0.0,0.4,0.3333,0.2,0.5,0.3691,0.475,0.2667,0.4099,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6233,0.5317,0.5433,0.545,0.4583,0.5783,0.5683,0.615,0.5567,0.212,0.3333,0.2,0.3333,0.0,0.0,0.2353,0.325,0.1212,0.2608,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
0.2283,0.0633,0.1433,0.09,0.115,0.0867,0.0083,0.1733,0.0883,0.082,0.3333,0.4,0.0,0.2,0.0,0.3059,0.25,0.2044,0.1671,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0
0.6067,0.5517,0.675,0.6883,0.6133,0.535,0.6417,0.6517,0.59,0.898,0.3333,0.6,1.0,0.8,0.0,0.5765,0.825,0.6363,0.4663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.565,0.6217,0.62,0.5017,0.6067,0.595,0.5467,0.6983,0.575,0.854,0.6667,0.8,1.0,0.6,1.0,0.775,0.7,0.627,0.6154,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.2517,0.34,0.27,0.2217,0.3217,0.32,0.2317,0.2233,0.25,0.118,0.0,0.2,0.0,0.2,0.0,0.25,0.225,0.1905,0.238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.1933,0.2033,0.2017,0.2217,0.0783,0.1067,0.1017,0.28,0.1767,0.024,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2148,0.107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.8267,0.8967,1.0,0.9183,0.875,1.0,1.0,0.9017,0.9317,0.708,1.0,1.0,1.0,0.6,0.5,0.8279,0.55,0.8418,0.7728,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.35,0.3633,0.4217,0.33,0.375,0.4083,0.3467,0.42,0.3817,0.194,0.3333,0.4,0.6667,0.2,0.5,0.5324,0.4,0.4677,0.3017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1
1.0,0.975,1.0,1.0,1.0,0.9483,0.995,0.9817,1.0,0.876,0.6667,0.4,1.0,0.6,0.5,1.0,0.6,0.903,0.8846,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.3,0.2517,0.245,0.2767,0.165,0.1467,0.29,0.1933,0.235,0.332,0.0,0.2,0.3333,0.0,0.0,0.3147,0.175,0.1732,0.2031,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0
0.8917,0.9883,0.8533,0.8867,0.91,0.8533,0.9433,0.9067,0.8933,0.372,0.6667,0.8,0.6667,0.8,0.5,0.8721,0.95,0.7818,0.7368,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6617,0.545,0.7233,0.5883,0.7133,0.6933,0.6983,0.7033,0.6733,0.444,0.6667,0.6,0.6667,0.8,1.0,0.8441,0.75,0.843,0.6959,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.7233,0.6667,0.6683,0.7783,0.7833,0.6867,0.75,0.8133,0.7283,0.23,0.0,0.2,0.3333,0.4,0.0,0.425,0.35,0.5427,0.3858,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1
0.63,0.6267,0.6717,0.5683,0.705,0.69,0.625,0.6617,0.6267,0.536,0.6667,0.2,1.0,0.4,1.0,0.6632,0.925,0.8695,0.7127,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.575,0.5983,0.6217,0.64,0.645,0.63,0.5833,0.57,0.5967,0.642,0.3333,0.4,0.6667,0.4,0.0,0.5515,0.425,0.448,0.4063,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1
0.6983,0.6,0.6717,0.5867,0.555,0.5517,0.5617,0.6567,0.6233,0.394,0.0,0.4,0.6667,0.6,0.0,0.5515,0.425,0.4157,0.5625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.695,0.5583,0.7233,0.7817,0.7017,0.6983,0.6267,0.695,0.6817,1.0,0.6667,0.8,0.6667,0.4,0.5,0.6309,0.825,0.9919,0.5252,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1
0.5,0.3883,0.4817,0.49,0.3733,0.5083,0.415,0.4567,0.445,0.796,0.3333,0.4,0.3333,0.4,0.5,0.55,0.075,0.4238,0.345,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
0.5817,0.615,0.6117,0.6117,0.59,0.57,0.7167,0.7233,0.6067,0.714,0.6667,0.4,0.6667,0.4,0.5,0.5191,0.425,0.5115,0.4171,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1
0.67,0.6733,0.695,0.6633,0.7467,0.7467,0.6917,0.7617,0.6567,0.732,0.3333,0.4,1.0,0.8,0.5,0.7191,0.55,0.9307,0.7644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.195,0.2083,0.2067,0.3,0.2933,0.3517,0.285,0.24,0.245,0.64,0.3333,0.2,0.6667,0.4,0.0,0.5574,0.625,0.4723,0.4026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
0.2617,0.2633,0.3183,0.3417,0.3083,0.3233,0.27,0.2433,0.2767,0.256,0.0,0.2,0.3333,0.2,0.0,0.2647,0.375,0.1547,0.1286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0
0.5833,0.505,0.59,0.4867,0.5533,0.5183,0.5667,0.475,0.5483,0.532,0.3333,0.4,0.6667,0.4,0.5,0.5574,0.525,0.4873,0.5637,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1
0.95,0.9183,1.0,0.9667,0.9733,1.0,0.9733,0.985,0.9583,0.92,0.6667,0.6,1.0,0.8,1.0,0.6529,0.925,0.6894,0.8029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
0.6667,0.7333,0.6533,0.6017,0.77,0.7233,0.7767,0.77,0.7317,0.422,0.3333,0.6,0.6667,0.4,0.5,0.9662,0.45,0.8811,0.6526,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1
